Symbol,Company Name
A,"Agilent Technologies, Inc. Common Stock"
AA,Alcoa Corporation Common Stock 
AAAU,Perth Mint Physical Gold ETF
AABA,Altaba Inc. 
AAC,"AAC Holdings, Inc. Common Stock"
AADR,AdvisorShares Dorsey Wright ADR ETF
AAL,"American Airlines Group, Inc. "
AAMC,Altisource Asset Management Corp Com
AAME,Atlantic American Corporation 
AAN,"Aaron's, Inc. Common Stock"
AAOI,"Applied Optoelectronics, Inc. "
AAON,"AAON, Inc. "
AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I
AAPL,Apple Inc. 
AAT,"American Assets Trust, Inc. Common Stock"
AAU,"Almaden Minerals, Ltd. Common Shares"
AAWW,Atlas Air Worldwide Holdings 
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund
AAXN,"Axon Enterprise, Inc. "
AB,AllianceBernstein Holding L.P.  Units
ABB,ABB Ltd Common Stock
ABBV,AbbVie Inc. Common Stock
ABC,AmerisourceBergen Corporation Common Stock
ABCB,Ameris Bancorp 
ABDC,Alcentra Capital Corp. 
ABEO,Abeona Therapeutics Inc. 
ABEOW,Abeona Therapeutics Inc. 
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share)
ABG,Asbury Automotive Group Inc Common Stock
ABIL,Ability Inc. 
ABIO,"ARCA biopharma, Inc. "
ABM,ABM Industries Incorporated Common Stock
ABMD,"ABIOMED, Inc. "
ABR,Arbor Realty Trust Common Stock
ABR$A,Arbor Realty Trust Preferred Series A
ABR$B,Arbor Realty Trust Cumulative Redeemable Preferred Series B
ABR$C,Arbor Realty Trust Cumulative Redeemable Preferred Series C
ABT,Abbott Laboratories Common Stock
ABTX,"Allegiance Bancshares, Inc. "
ABUS,Arbutus Biopharma Corporation 
AC,"Associated Capital Group, Inc. Common Stock"
ACA,"Arcosa, Inc. Common Stock "
ACAD,ACADIA Pharmaceuticals Inc. 
ACAMU,Acamar Partners Acquisition Corp. 
ACB,Aurora Cannabis Inc. Common Shares
ACBI,"Atlantic Capital Bancshares, Inc. "
ACC,American Campus Communities Inc Common Stock
ACCO,Acco Brands Corporation Common Stock
ACER,Acer Therapeutics Inc. 
ACES,ALPS Clean Energy ETF
ACET,Aceto Corporation 
ACGL,Arch Capital Group Ltd. 
ACGLO,Arch Capital Group Ltd. 
ACGLP,Arch Capital Group Ltd. 
ACH,Aluminum Corporation of China Limited American Depositary Shares
ACHC,"Acadia Healthcare Company, Inc. "
ACHN,"Achillion Pharmaceuticals, Inc. "
ACHV,"Achieve Life Sciences, Inc.  "
ACIA,"Acacia Communications, Inc. "
ACIM,SPDR MSCI ACWI IMI ETF
ACIU,AC Immune SA 
ACIW,"ACI Worldwide, Inc. "
ACLS,"Axcelis Technologies, Inc. "
ACM,AECOM Common Stock
ACMR,"ACM Research, Inc. "
ACN,Accenture plc Class A Ordinary Shares (Ireland)
ACNB,ACNB Corporation 
ACOR,"Acorda Therapeutics, Inc. "
ACP,Aberdeen Income Credit Strategies Fund Common Shares
ACRE,Ares Commercial Real Estate Corporation Common Stock
ACRS,"Aclaris Therapeutics, Inc. "
ACRX,"AcelRx Pharmaceuticals, Inc. "
ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF
ACSI,American Customer Satisfaction ETF
ACST,"Acasti Pharma, Inc. "
ACT,AdvisorShares Vice ETF
ACTG,Acacia Research Corporation 
ACU,Acme United Corporation. Common Stock
ACV,AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest
ACWF,iShares Edge MSCI Multifactor Global ETF
ACWI,iShares MSCI ACWI Index Fund
ACWV,iShares Edge MSCI Min Vol Global ETF
ACWX,iShares MSCI ACWI ex US Index Fund
ACY,AeroCentury Corp. Common Stock
ADAP,Adaptimmune Therapeutics plc 
ADBE,Adobe Inc. 
ADC,Agree Realty Corporation Common Stock
ADES,"Advanced Emissions Solutions, Inc. "
ADI,"Analog Devices, Inc. "
ADIL,"Adial Pharmaceuticals, Inc "
ADILW,"Adial Pharmaceuticals, Inc "
ADM,Archer
ADMA,ADMA Biologics Inc 
ADMP,Adamis Pharmaceuticals Corporation 
ADMS,"Adamas Pharmaceuticals, Inc. "
ADNT,Adient plc Ordinary Shares 
ADOM,"ADOMANI, Inc. "
ADP,"Automatic Data Processing, Inc. "
ADRA,Invesco BLDRS Asia 50 ADR Index Fund
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund
ADRO,"Aduro Biotech, Inc. "
ADRU,Invesco BLDRS Europe Select ADR Index Fund
ADS,Alliance Data Systems Corporation Common Stock
ADSK,"Autodesk, Inc. "
ADSW,"Advanced Disposal Services, Inc. Common Stock"
ADT,ADT Inc. Common Stock
ADTN,"ADTRAN, Inc. "
ADUS,Addus HomeCare Corporation 
ADVM,"Adverum Biotechnologies, Inc. "
ADX,Adams Diversified Equity Fund Inc.
ADXS,"Advaxis, Inc. "
AE,"Adams Resources & Energy, Inc. Common Stock"
AEB,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands)
AED,AEGON N.V. Perp. Cap. Securities (Netherlands)
AEE,Ameren Corporation Common Stock
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc. Common Stock"
AEG,AEGON N.V. Common Stock
AEGN,Aegion Corp 
AEH,AEGON N.V. Perp. Cap Secs.
AEHR,Aehr Test Systems 
AEIS,"Advanced Energy Industries, Inc. "
AEL,American Equity Investment Life Holding Company Common Stock
AEM,Agnico Eagle Mines Limited Common Stock
AEMD,"Aethlon Medical, Inc. "
AEO,"American Eagle Outfitters, Inc. Common Stock"
AEP,"American Electric Power Company, Inc. Common Stock"
AER,AerCap Holdings N.V. Ordinary Shares
AERI,"Aerie Pharmaceuticals, Inc. "
AES,The AES Corporation Common Stock
AETI,"American Electric Technologies, Inc. "
AEY,"ADDvantage Technologies Group, Inc. "
AEYE,"AudioEye, Inc. "
AEZS,Aeterna Zentaris Inc. 
AFB,AllianceBernstein National Municipal Income Fund Inc
AFC,"Allied Capital Corporation Allied Capital Corporation 6.875% Notes due April 15, 2047"
AFG,"American Financial Group, Inc. Common Stock"
AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059"
AFGE,"American Financial Group, Inc. 6.25% Subordinated Debentures due 2054"
AFGH,"American Financial Group, Inc. 6% Subordinated Debentures due 2055"
AFH,"Atlas Financial Holdings, Inc. "
AFHBL,"Atlas Financial Holdings, Inc. "
AFI,"Armstrong Flooring, Inc. Common Stock"
AFIF,Anfield Universal Fixed Income ETF
AFIN,"American Finance Trust, Inc. "
AFK,VanEck Vectors
AFL,AFLAC Incorporated Common Stock
AFMD,Affimed N.V. 
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock
AFTY,CSOP FTSE China A50 ETF
AG,First Majestic Silver Corp. Ordinary Shares (Canada)
AGCO,AGCO Corporation Common Stock
AGD,Aberdeen Global Dynamic Dividend Fund
AGE,"AgeX Therapeutics, Inc. Common Stock"
AGEN,Agenus Inc. 
AGF,"DB Agriculture Long ETN due April 1, 2038"
AGFS,"AgroFresh Solutions, Inc. "
AGFSW,"AgroFresh Solutions, Inc. "
AGG,iShares Core U.S. Aggregate Bond ETF
AGGE,IQ Enhanced Core Bond U.S. ETF
AGGP,IQ Enhanced Core Plus Bond U.S. ETF
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund
AGI,Alamos Gold Inc. Class A Common Shares
AGIO,"Agios Pharmaceuticals, Inc. "
AGLE,"Aeglea BioTherapeutics, Inc. "
AGM,Federal Agricultural Mortgage Corporation Common Stock
AGM$A,Federal Agricultural Mortgage Corporation 5.875% Non
AGM$B,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B
AGM$C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg
AGM.A,Federal Agricultural Mortgage Corporation Common Stock
AGMH,AGM Group Holdings Inc. 
AGN,Allergan plc Ordinary Shares
AGNC,AGNC Investment Corp. 
AGNCB,AGNC Investment Corp. 
AGNCM,AGNC Investment Corp. 
AGNCN,AGNC Investment Corp. 
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund
AGO,Assured Guaranty Ltd. Common Stock
AGO$B,Assured Guaranty Ltd.
AGO$E,Assured Guaranty Ltd.
AGO$F,Assured Guaranty Ltd.
AGQ,ProShares Ultra Silver
AGR,"Avangrid, Inc. Common Stock"
AGRO,Adecoagro S.A. Common Shares
AGRX,"Agile Therapeutics, Inc. "
AGS,"PlayAGS, Inc. Common Stock"
AGT,iShares MSCI Argentina and Global Exposure ETF
AGTC,Applied Genetic Technologies Corporation 
AGX,"Argan, Inc. Common Stock"
AGYS,"Agilysys, Inc. "
AGZ,iShares  Agency Bond ETF
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund
AHC,A.H. Belo Corporation (TX) Common Stock
AHH,"Armada Hoffler Properties, Inc. Common Stock"
AHL$C,Aspen Insurance Holdings Limited 5.95% Fixed
AHL$D,Aspen Insurance Holdings Limited 5.625% Perpetual Non
AHPI,"Allied Healthcare Products, Inc. "
AHT,Ashford Hospitality Trust Inc Common Stock
AHT$D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock
AHT$F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock
AHT$G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock
AHT$H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock
AHT$I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock
AI,Arlington Asset Investment Corp Class A (new)
AI$B,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock
AI$C,Arlington Asset Investment Corp 8.250% Series C Fixed
AIA,iShares Asia 50 ETF
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025
AIEQ,AI Powered Equity ETF
AIF,Apollo Tactical Income Fund Inc. Common Stock
AIG,"American International Group, Inc. New Common Stock"
AIG$A,"American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non"
AIG.W,"American International Group, Inc. Warrant expiring January 19, 2021"
AIHS,Senmiao Technology Limited 
AIIQ,AI Powered International Equity ETF
AIMC,Altra Industrial Motion Corp. 
AIMT,"Aimmune Therapeutics, Inc. "
AIN,Albany International Corporation Common Stock
AINC,Ashford Inc. (Holding Company) Common Stock
AINV,Apollo Investment Corporation 
AIPT,Precision Therapeutics Inc. 
AIQ,Global X Future Analytics Tech ETF
AIR,AAR Corp. Common Stock
AIRG,"Airgain, Inc. "
AIRI,Air Industries Group Common Stock
AIRR,First Trust RBA American Industrial Renaissance ETF
AIRT,"Air T, Inc. "
AIT,"Applied Industrial Technologies, Inc. Common Stock"
AIV,Apartment Investment and Management Company Common Stock
AIV$A,Apartment Investment and Management Company Preferred Series Class A
AIW,Arlington Asset Investment Corp 6.625% Notes due 2023
AIY,Apollo Investment Corporation 6.875% Senior Notes due 2043
AIZ,"Assurant, Inc. Common Stock"
AIZP,"Assurant, Inc. 6.50% Series D Mandatory Convertible Preferred Stock, $1.00 par value"
AJG,Arthur J. Gallagher & Co. Common Stock
AJRD,"Aerojet Rocketdyne Holdings, Inc. Common Stock"
AJX,Great Ajax Corp. Common Stock
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024
AKAM,"Akamai Technologies, Inc. "
AKAO,"Achaogen, Inc. "
AKBA,"Akebia Therapeutics, Inc. "
AKCA,"Akcea Therapeutics, Inc. "
AKER,Akers Biosciences Inc. 
AKG,Asanko Gold Inc.
AKO.A,Embotelladora Andina S.A. Common Stock
AKO.B,Embotelladora Andina S.A. Common Stock
AKP,Alliance California Municipal Income Fund Inc
AKR,Acadia Realty Trust Common Stock
AKRX,"Akorn, Inc. "
AKS,AK Steel Holding Corporation Common Stock
AKTS,"Akoustis Technologies, Inc. "
AKTX,Akari Therapeutics Plc 
AL,Air Lease Corporation Class A Common Stock
AL$A,Air Lease Corporation 6.150% Fixed
ALAC,Alberton Acquisition Corporation 
ALACR,Alberton Acquisition Corporation 
ALACU,Alberton Acquisition Corporation 
ALACW,Alberton Acquisition Corporation 
ALB,Albemarle Corporation Common Stock
ALBO,"Albireo Pharma, Inc. "
ALCO,"Alico, Inc. "
ALDR,"Alder BioPharmaceuticals, Inc. "
ALDX,"Aldeyra Therapeutics, Inc. "
ALE,"Allete, Inc."
ALEC,"Alector, Inc. "
ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company"
ALFA,AlphaClone Alternative Alpha ETF
ALG,"Alamo Group, Inc. Common Stock"
ALGN,"Align Technology, Inc. "
ALGR,Allegro Merger Corp. 
ALGRR,Allegro Merger Corp. 
ALGRU,Allegro Merger Corp. 
ALGRW,Allegro Merger Corp. 
ALGT,Allegiant Travel Company 
ALIM,"Alimera Sciences, Inc. "
ALJJ,"ALJ Regional Holdings, Inc. "
ALK,"Alaska Air Group, Inc. Common Stock"
ALKS,Alkermes plc 
ALL,Allstate Corporation (The) Common Stock
ALL$A,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A
ALL$B,Allstate Corporation (The) 5.100% Fixed
ALL$D,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D
ALL$E,Allstate Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E
ALL$F,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd
ALL$G,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G"
ALLE,Allegion plc Ordinary Shares
ALLK,Allakos Inc. 
ALLO,"Allogene Therapeutics, Inc. "
ALLT,Allot Ltd. 
ALLY,Ally Financial Inc. Common Stock
ALLY$A,"GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2"
ALNA,"Allena Pharmaceuticals, Inc. "
ALNY,"Alnylam Pharmaceuticals, Inc. "
ALO,Alio Gold Inc. Common Shares (Canada)
ALOT,"AstroNova, Inc. "
ALP$Q,"Alabama Power Company 5.00% Class A Preferred Stock, Cumulative, Par Value $1 Per Share (Stated Capital $25 Per Share)"
ALPN,"Alpine Immune Sciences, Inc. "
ALQA,"Alliqua BioMedical, Inc. "
ALRM,"Alarm.com Holdings, Inc. "
ALRN,"Aileron Therapeutics, Inc. "
ALSK,"Alaska Communications Systems Group, Inc. "
ALSN,"Allison Transmission Holdings, Inc. Common Stock"
ALT,"Altimmune, Inc. "
ALTM,Altus Midstream Company 
ALTR,Altair Engineering Inc. 
ALTS,ProShares Morningstar Alternatives Solution ETF
ALTY,Global X SuperDividend Alternatives ETF
ALV,"Autoliv, Inc. Common Stock"
ALX,"Alexander's, Inc. Common Stock"
ALXN,"Alexion Pharmaceuticals, Inc. "
ALYA,Alithya Group inc. 
AM,Antero Midstream Corporation Common Stock
AMAG,"AMAG Pharmaceuticals, Inc. "
AMAL,Amalgamated Bank 
AMAT,"Applied Materials, Inc. "
AMBA,"Ambarella, Inc. "
AMBC,"Ambac Financial Group, Inc. "
AMBCW,"Ambac Financial Group, Inc. "
